ID,Name,Team,Games,Sport,Event,Medal
126145,"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",Netherlands,1984 Summer,Swimming,Swimming Women's 200 metres Freestyle,Bronze
126145,"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",Netherlands,1984 Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
126148,Pierre Marie Robert Versteegh,Netherlands,1928 Summer,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze
126154,Joseph Verstraeten,Belgium,1920 Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
126158,Jzsef Vrtesy (Vrbel-),Hungary,1928 Summer,Water Polo,Water Polo Men's Water Polo,Silver
126158,Jzsef Vrtesy (Vrbel-),Hungary,1932 Summer,Water Polo,Water Polo Men's Water Polo,Gold
126167,"Bernard Willem Jan ""Ben"" Verweij",Netherlands,1920 Summer,Football,Football Men's Football,Bronze
126168,Koen Verweij,Netherlands,2014 Winter,Speed Skating,"Speed Skating Men's 1,500 metres",Silver
126168,Koen Verweij,Netherlands,2014 Winter,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold
126176,Ilmari Vesamaa,Finland,1920 Summer,Athletics,"Athletics Men's Cross-Country, Team",Gold
126185,Todor Veselinovi,Yugoslavia,1956 Summer,Football,Football Men's Football,Silver
126187,Peter Veselovsk,Czechoslovakia,1992 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
126193,Vclav Vesel,Czechoslovakia,1928 Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
126196,Tatyana Leonidovna Veshkurova,Russia,2008 Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
126199,Yelena Sergeyevna Vesnina,Russia-2,2016 Summer,Tennis,Tennis Women's Doubles,Gold
126201,Rudolf Vesper,East Germany,1968 Summer,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
126203,"Spyridon ""Spyros"" Vessalas","Life boat naval ship ""Spetsai""-1",1906 Summer,Rowing,Rowing Men's 6-Man Naval Rowing Boats,Silver
126205,Georg Erland Larsen Vest,Denmark,1920 Summer,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Silver
126209,Edvin Vesterby,Sweden,1956 Summer,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
126212,Mette Vestergaard Larsen (-Brandt),Denmark,2000 Summer,Handball,Handball Women's Handball,Gold
126212,Mette Vestergaard Larsen (-Brandt),Denmark,2004 Summer,Handball,Handball Women's Handball,Gold
126221,Roberto Vestrini,Italy,1932 Summer,Rowing,Rowing Men's Coxed Eights,Silver
126234,Marie Vtrovsk (-irok),Czechoslovakia,1936 Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
126236,Vilhelm Vett,Bonzo,1924 Summer,Sailing,Sailing Mixed 6 metres,Silver
126236,Vilhelm Vett,Hi-Hi,1928 Summer,Sailing,Sailing Mixed 6 metres,Silver
126240,"Jessica Ann ""Jessie"" Vetter",United States,2010 Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
126240,"Jessica Ann ""Jessie"" Vetter",United States,2014 Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
126243,Max Vetter,Berliner Ruderverein von 1876-2,1912 Summer,Rowing,Rowing Men's Coxed Eights,Bronze
126247,Ernst Vettori,Austria,1992 Winter,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
126247,Ernst Vettori,Austria,1992 Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
126248,Luca Vettori,Italy,2016 Summer,Volleyball,Volleyball Men's Volleyball,Silver
126255,Luka Vezili,Yugoslavia,1980 Summer,Water Polo,Water Polo Men's Water Polo,Silver
126257,Maria Valentina Vezzali,Italy,1996 Summer,Fencing,"Fencing Women's Foil, Individual",Silver
126257,Maria Valentina Vezzali,Italy,1996 Summer,Fencing,"Fencing Women's Foil, Team",Gold
126257,Maria Valentina Vezzali,Italy,2000 Summer,Fencing,"Fencing Women's Foil, Individual",Gold
126257,Maria Valentina Vezzali,Italy,2000 Summer,Fencing,"Fencing Women's Foil, Team",Gold
126257,Maria Valentina Vezzali,Italy,2004 Summer,Fencing,"Fencing Women's Foil, Individual",Gold
126257,Maria Valentina Vezzali,Italy,2008 Summer,Fencing,"Fencing Women's Foil, Individual",Gold
126257,Maria Valentina Vezzali,Italy,2008 Summer,Fencing,"Fencing Women's Foil, Team",Bronze
126257,Maria Valentina Vezzali,Italy,2012 Summer,Fencing,"Fencing Women's Foil, Individual",Bronze
126257,Maria Valentina Vezzali,Italy,2012 Summer,Fencing,"Fencing Women's Foil, Team",Gold
126262,Begoa Va Dufresne Perea,Spain,1996 Summer,Sailing,Sailing Women's Two Person Dinghy,Gold
126263,Natalia Va Dufresne Perea,Spain,1992 Summer,Sailing,Sailing Women's One Person Dinghy,Silver
126263,Natalia Va Dufresne Perea,Spain,2004 Summer,Sailing,Sailing Women's Two Person Dinghy,Silver
126271,Laurent Vial,Switzerland,1984 Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
126272,Patrick Lucien Vial,France,1976 Summer,Judo,Judo Men's Half-Middleweight,Bronze
126277,Sandro Ricardo Rodrigues Viana,Brazil,2008 Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
126278,Pierfranco Vianelli,Italy,1968 Summer,Cycling,"Cycling Men's Road Race, Individual",Gold
126278,Pierfranco Vianelli,Italy,1968 Summer,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
126284,Anne-Laure Viard,France,2008 Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
126297,Frano Vian,Croatia,2012 Summer,Water Polo,Water Polo Men's Water Polo,Gold
126299,Angelo Vicardi,Italy,1960 Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
126301,Jimmy Vicaut,France,2012 Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
126312,Tania Vicent,Canada,1998 Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
126312,Tania Vicent,Canada,2002 Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
126312,Tania Vicent,Canada,2006 Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
126312,Tania Vicent,Canada,2010 Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
126325,Mirko Vievi,Yugoslavia,1988 Summer,Water Polo,Water Polo Men's Water Polo,Gold
126330,Giuseppe Vicino,Italy,2016 Summer,Rowing,Rowing Men's Coxless Fours,Bronze
126332,Janeene Hope Vickers (-McKinney),United States,1992 Summer,Athletics,Athletics Women's 400 metres Hurdles,Bronze
126334,"Stanley Frank ""Stan"" Vickers",Great Britain,1960 Summer,Athletics,Athletics Men's 20 kilometres Walk,Bronze
126337,Maria Vicol (Titi-),Romania,1960 Summer,Fencing,"Fencing Women's Foil, Individual",Bronze
126337,Maria Vicol (Titi-),Romania,1968 Summer,Fencing,"Fencing Women's Foil, Team",Bronze
126340,Lucien Honor Victor,Belgium,1952 Summer,Cycling,"Cycling Men's Road Race, Team",Gold
126349,Craig Scott Victory,Australia,2000 Summer,Hockey,Hockey Men's Hockey,Bronze
126358,Doriane Monique Vidal,France,2002 Winter,Snowboarding,Snowboarding Women's Halfpipe,Silver
126362,Gabriel Vidal Nova,Spain,1992 Summer,Football,Football Men's Football,Gold
126365,Jean-Pierre Andr Vidal,France,2002 Winter,Alpine Skiing,Alpine Skiing Men's Slalom,Gold
126368,Jos Vidal,Uruguay,1924 Summer,Football,Football Men's Football,Gold
126372,Rafael Antonio Vidal Castro,Venezuela,1984 Summer,Swimming,Swimming Men's 200 metres Butterfly,Bronze
126376,Lynn Marie Vidali (-Gautschi),United States,1968 Summer,Swimming,Swimming Women's 400 metres Individual Medley,Silver
126376,Lynn Marie Vidali (-Gautschi),United States,1972 Summer,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
126379,Csaba Vidts,Hungary,1972 Summer,Football,Football Men's Football,Silver
126390,Blagoja Vidini,Yugoslavia,1956 Summer,Football,Football Men's Football,Silver
126390,Blagoja Vidini,Yugoslavia,1960 Summer,Football,Football Men's Football,Gold
126397,Peter Glen Vidmar,United States,1984 Summer,Gymnastics,Gymnastics Men's Individual All-Around,Silver
126397,Peter Glen Vidmar,United States,1984 Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
126397,Peter Glen Vidmar,United States,1984 Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
126401,Albin Vidovi,Yugoslavia,1972 Summer,Handball,Handball Men's Handball,Gold
126406,Paolo Vidoz,Italy,2000 Summer,Boxing,Boxing Men's Super-Heavyweight,Bronze
126408,Paul Vidracu,Romania,1924 Summer,Rugby,Rugby Men's Rugby,Bronze
126410,Nstor Vicente Vidrio Serrano,Mexico,2012 Summer,Football,Football Men's Football,Gold
126416,Ulrich Viefers,Germany,1996 Summer,Rowing,Rowing Men's Coxed Eights,Silver
126419,Valerie Viehoff,Germany,2000 Summer,Rowing,Rowing Women's Lightweight Double Sculls,Silver
126422,Douglas Eduardo Vieira,Brazil,1984 Summer,Judo,Judo Men's Half-Heavyweight,Silver
126437,Sbastien Jean Servais Vielledent,France,2004 Summer,Rowing,Rowing Men's Double Sculls,Gold
126443,"Maria ""Rie"" Vierdag (-Smit)",Netherlands,1932 Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
126469,Marino Enrico Vigna,Italy,1960 Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
126475,Thierry Georges Vigneron,France,1984 Summer,Athletics,Athletics Men's Pole Vault,Bronze
126476,Maurice Marie Joseph Vignerot,France,1900 Summer,Croquet,"Croquet Mixed Singles, Two Balls",Silver
126481,Farpi Vignoli,Italy,1936 Summer,Art Competitions,"Art Competitions Mixed Sculpturing, Statues",Gold
126488,Charles Alfred Vigurs,Great Britain,1912 Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
126491,Igors Vihrovs,Latvia,2000 Summer,Gymnastics,Gymnastics Men's Floor Exercise,Gold
126495,"Vilho Lennart ""Lenni"" Viitala",Finland,1948 Summer,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold
126497,Arvo Albert Viitanen,Finland,1956 Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
126500,Bjarte Engen Vik,Norway,1994 Winter,Nordic Combined,Nordic Combined Men's Team,Silver
126500,Bjarte Engen Vik,Norway,1994 Winter,Nordic Combined,Nordic Combined Men's Individual,Bronze
126500,Bjarte Engen Vik,Norway,1998 Winter,Nordic Combined,Nordic Combined Men's Team,Gold
126500,Bjarte Engen Vik,Norway,1998 Winter,Nordic Combined,Nordic Combined Men's Individual,Gold
126501,Ragnar Magne Vik (Wik-),Sildra-1,1920 Summer,Sailing,Sailing Mixed 8 metres,Gold
126507,Ingrid Anna Kristina Vikman,Sweden,2002 Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
126507,Ingrid Anna Kristina Vikman,Sweden,2006 Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
126517,Vladimir Ivanovich Vikulov,Soviet Union,1968 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
126517,Vladimir Ivanovich Vikulov,Soviet Union,1972 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
126518,Alexis Vila Perdomo,Cuba,1996 Summer,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Bronze
126521,Lucas Martn Vila,Argentina,2016 Summer,Hockey,Hockey Men's Hockey,Gold
126528,"Penelope ""Penny"" Vilagos (-Brown)",Canada,1992 Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
126529,"Victoria ""Vicky"" Vilagos (-Staton)",Canada,1992 Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
126533,Franois Antoine Vilamitjana (Caubet-),Martha-1,1900 Summer,Sailing,Sailing Mixed 1-2 Ton,Silver
126533,Franois Antoine Vilamitjana (Caubet-),Martha-1,1900 Summer,Sailing,Sailing Mixed 1-2 Ton,Bronze
126545,Ral Vilches More,Cuba,1976 Summer,Volleyball,Volleyball Men's Volleyball,Bronze
126551,Eleonora Vild (-okovi),Yugoslavia,1988 Summer,Basketball,Basketball Women's Basketball,Silver
126552,Raimonds Vilde,Soviet Union,1988 Summer,Volleyball,Volleyball Men's Volleyball,Silver
126557,Sandro Viletta,Switzerland,2014 Winter,Alpine Skiing,Alpine Skiing Men's Combined,Gold
126558,Oszkr Vilezsl,Hungary,1960 Summer,Football,Football Men's Football,Bronze
126574,Sunette Stella Viljoen,South Africa,2016 Summer,Athletics,Athletics Women's Javelin Throw,Silver
126577,Arvis Vilkaste,Latvia-1,2014 Winter,Bobsleigh,Bobsleigh Men's Four,Silver
126578,Lauri Tapani Vilkko,Finland,1952 Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
126580,Brenda Villa,United States,2000 Summer,Water Polo,Water Polo Women's Water Polo,Silver
126580,Brenda Villa,United States,2004 Summer,Water Polo,Water Polo Women's Water Polo,Bronze
126580,Brenda Villa,United States,2008 Summer,Water Polo,Water Polo Women's Water Polo,Silver
126580,Brenda Villa,United States,2012 Summer,Water Polo,Water Polo Women's Water Polo,Gold
126585,Marco Villa,Italy,2000 Summer,Cycling,Cycling Men's Madison,Bronze
126587,David Villabona Echalecu,Spain,1992 Summer,Football,Football Men's Football,Gold
126604,Renato Villalta,Italy,1980 Summer,Basketball,Basketball Men's Basketball,Silver
126611,Anthony N. Villanueva,Philippines,1964 Summer,Boxing,Boxing Men's Featherweight,Silver
126620,Jos Luis Villanueva,Philippines,1932 Summer,Boxing,Boxing Men's Bantamweight,Bronze
126621,Zsigmond Villnyi,Hungary,1972 Summer,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
126643,Ral Vicente Villarreal,Argentina,1936 Summer,Boxing,Boxing Men's Middleweight,Bronze
126675,Francisco Villota y Baquiola,Spain,1900 Summer,Basque Pelota,Basque Pelota Men's Two-Man Teams With Cesta,Gold
126690,Olga Gennadyevna Vilukhina,Russia,2014 Winter,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Silver
126690,Olga Gennadyevna Vilukhina,Russia,2014 Winter,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
126720,"Charles Thomas ""Chuck"" Vinci, Jr.",United States,1956 Summer,Weightlifting,Weightlifting Men's Bantamweight,Gold
126720,"Charles Thomas ""Chuck"" Vinci, Jr.",United States,1960 Summer,Weightlifting,Weightlifting Men's Bantamweight,Gold
126734,Otakar Vindy,Czechoslovakia,1920 Summer,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
126737,Hctor Vinent Chron,Cuba,1992 Summer,Boxing,Boxing Men's Light-Welterweight,Gold
126737,Hctor Vinent Chron,Cuba,1996 Summer,Boxing,Boxing Men's Light-Welterweight,Gold
126742,Karl-Gustaf Vingqvist,Sweden,1908 Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
126745,Hans Vinjarengen,Norway,1928 Winter,Nordic Combined,Nordic Combined Men's Individual,Silver
126745,Hans Vinjarengen,Norway,1932 Winter,Nordic Combined,Nordic Combined Men's Individual,Bronze
126746,Vetle Vinje,Norway,1988 Summer,Rowing,Rowing Men's Quadruple Sculls,Silver
126749,James Martin Vinnicombe,Australia,1988 Summer,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver
126750,Aleksandr Yuryevich Vinogradov,Soviet Union,1976 Summer,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Gold
126750,Aleksandr Yuryevich Vinogradov,Soviet Union,1976 Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
126756,Aleksandr Nikolayevich Vinokurov,Kazakhstan,2000 Summer,Cycling,"Cycling Men's Road Race, Individual",Silver
126756,Aleksandr Nikolayevich Vinokurov,Kazakhstan,2012 Summer,Cycling,"Cycling Men's Road Race, Individual",Gold
126757,Eduard Teodorovich Vinokurov,Soviet Union,1968 Summer,Fencing,"Fencing Men's Sabre, Team",Gold
126757,Eduard Teodorovich Vinokurov,Soviet Union,1972 Summer,Fencing,"Fencing Men's Sabre, Team",Silver
126757,Eduard Teodorovich Vinokurov,Soviet Union,1976 Summer,Fencing,"Fencing Men's Sabre, Team",Gold
126760,Clarence Adam Vinson,United States,2000 Summer,Boxing,Boxing Men's Bantamweight,Bronze
126761,Maribel Yerxa Vinson (-Owen),United States,1932 Winter,Figure Skating,Figure Skating Women's Singles,Bronze
126762,Johannes Larsen Vinther,Denmark,1912 Summer,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Silver
126777,Lasse Artturi Virn,Finland,1972 Summer,Athletics,"Athletics Men's 5,000 metres",Gold
126777,Lasse Artturi Virn,Finland,1972 Summer,Athletics,"Athletics Men's 10,000 metres",Gold
126777,Lasse Artturi Virn,Finland,1976 Summer,Athletics,"Athletics Men's 5,000 metres",Gold
126777,Lasse Artturi Virn,Finland,1976 Summer,Athletics,"Athletics Men's 10,000 metres",Gold
126783,Samisoni Viriviri,Fiji,2016 Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
126786,Virna Cristine Dantes Dias,Brazil,1996 Summer,Volleyball,Volleyball Women's Volleyball,Bronze
126786,Virna Cristine Dantes Dias,Brazil,2000 Summer,Volleyball,Volleyball Women's Volleyball,Bronze
126788,"Alexandre ""Alex"" Virot",France,1928 Summer,Art Competitions,"Art Competitions Mixed Painting, Drawings And Water Colors",Silver
126789,Hannu Markus Virta,Finland,1994 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
126791,Eino Mauno Virtanen,Finland,1936 Summer,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
126792,Jukka Einar Virtanen,Finland,1988 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
126794,"Lauri Johannes ""Lasse"" Virtanen",Finland,1932 Summer,Athletics,"Athletics Men's 5,000 metres",Bronze
126794,"Lauri Johannes ""Lasse"" Virtanen",Finland,1932 Summer,Athletics,"Athletics Men's 10,000 metres",Bronze
126797,Reima Valdemar Virtanen,Finland,1972 Summer,Boxing,Boxing Men's Middleweight,Silver
126799,Tessa Jane Virtue (-McCormick),Canada-1,2010 Winter,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
126799,Tessa Jane Virtue (-McCormick),Canada-1,2014 Winter,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
126799,Tessa Jane Virtue (-McCormick),Canada,2014 Winter,Figure Skating,Figure Skating Mixed Team,Silver
126806,"Russell John ""Russ"" Vis",United States,1924 Summer,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
126816,Viorica Viscopoleanu (Belmega-),Romania,1968 Summer,Athletics,Athletics Women's Long Jump,Gold
126828,Bruno Visintin,Italy,1952 Summer,Boxing,Boxing Men's Light-Welterweight,Bronze
126831,Kalevi Viskari,Finland,1952 Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
126832,Erzsbet Viski,Hungary,2000 Summer,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
126832,Erzsbet Viski,Hungary,2004 Summer,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
126833,Nina Gennadyevna Vislova,Russia,2012 Summer,Badminton,Badminton Women's Doubles,Bronze
126837,Biserka Vinji,Yugoslavia,1980 Summer,Handball,Handball Women's Handball,Silver
126837,Biserka Vinji,Yugoslavia,1984 Summer,Handball,Handball Women's Handball,Gold
126840,Arnas Romas Visockas,Lithuania,1992 Summer,Basketball,Basketball Men's Basketball,Bronze
126849,"Leendert ""Leo"" Visser",Netherlands,1988 Winter,Speed Skating,"Speed Skating Men's 5,000 metres",Silver
126849,"Leendert ""Leo"" Visser",Netherlands,1988 Winter,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze
126849,"Leendert ""Leo"" Visser",Netherlands,1992 Winter,Speed Skating,"Speed Skating Men's 1,500 metres",Bronze
126849,"Leendert ""Leo"" Visser",Netherlands,1992 Winter,Speed Skating,"Speed Skating Men's 5,000 metres",Bronze
126853,"Adriana Johanna ""Ria"" Visser",Netherlands,1980 Winter,Speed Skating,"Speed Skating Women's 1,500 metres",Silver
126857,"Hendrik Philip ""Haas"" Visser 't Hooft",Netherlands,1928 Summer,Hockey,Hockey Men's Hockey,Silver
126859,"Josephus ""Jos"" Vissers",Belgium,1948 Summer,Boxing,Boxing Men's Lightweight,Silver
126862,Donata Vitartait,Lithuania,2016 Summer,Rowing,Rowing Women's Double Sculls,Bronze
126877,Iosyp Davydovych Vitebskiy,Soviet Union,1968 Summer,Fencing,"Fencing Men's epee, Team",Silver
126885,Veronika Vtkov,Czech Republic,2014 Winter,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Silver
126895,Olena Ihorivna Vitrychenko,Ukraine,1996 Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Bronze
126898,Rita Vittadini,Italy,1928 Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver
126903,Nicol Vittori,Italy,1928 Summer,Rowing,Rowing Men's Coxed Fours,Gold
126915,Juan Manuel Vivaldi,Argentina,2016 Summer,Hockey,Hockey Men's Hockey,Gold
126928,Georges Vivex,Belgium,1920 Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
126930,George Lane Vivian,Canada,1908 Summer,Shooting,"Shooting Men's Trap, Team",Silver
126932,Elena Viviani,Italy,2014 Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
126933,Elia Viviani,Italy,2016 Summer,Cycling,Cycling Men's Omnium,Gold
126944,Ladislav Vzek,Czechoslovakia,1980 Summer,Football,Football Men's Football,Gold
126946,Ioan Iulian Vizitiu,Romania,1992 Summer,Rowing,Rowing Men's Coxed Eights,Silver
126949,Gyrgy Vizvri (Weiss),Hungary,1952 Summer,Water Polo,Water Polo Men's Water Polo,Gold
126950,Nicola Vizzoni,Italy,2000 Summer,Athletics,Athletics Men's Hammer Throw,Silver
126951,Miroslav Vlach,Czechoslovakia,1964 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
126957,"Nicolae ""Nicu"" Vlad",Romania,1984 Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Gold
126957,"Nicolae ""Nicu"" Vlad",Romania,1988 Summer,Weightlifting,Weightlifting Men's Heavyweight I,Silver
126957,"Nicolae ""Nicu"" Vlad",Romania,1996 Summer,Weightlifting,Weightlifting Men's Heavyweight II,Bronze
126975,Blanka Vlai,Croatia,2008 Summer,Athletics,Athletics Women's High Jump,Silver
126975,Blanka Vlai,Croatia,2016 Summer,Athletics,Athletics Women's High Jump,Bronze
126976,Marc-douard Vlasic,Canada,2014 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
126983,Roman Andreyevich Vlasov,Russia,2012 Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
126983,Roman Andreyevich Vlasov,Russia,2016 Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
126984,Viktor Alekseyevich Vlasov,Soviet Union,1980 Summer,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Gold
126985,Viktor Petrovich Vlasov,Soviet Union,1952 Summer,Basketball,Basketball Men's Basketball,Silver
126988,Yury Petrovich Vlasov,Soviet Union,1960 Summer,Weightlifting,Weightlifting Men's Heavyweight,Gold
126988,Yury Petrovich Vlasov,Soviet Union,1964 Summer,Weightlifting,Weightlifting Men's Heavyweight,Silver
126991,Yuliya Ivanovna Vlasova,Unified Team,1992 Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
126992,Pnlope Julie Vlasto (-Serpieri),France,1924 Summer,Tennis,Tennis Women's Singles,Silver
126993,Erik Vlek,Slovakia,2004 Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
126993,Erik Vlek,Slovakia,2008 Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
126993,Erik Vlek,Slovakia,2016 Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
126998,Kirsten Vlieghuis,Netherlands,1996 Summer,Swimming,Swimming Women's 400 metres Freestyle,Bronze
126998,Kirsten Vlieghuis,Netherlands,1996 Summer,Swimming,Swimming Women's 800 metres Freestyle,Bronze
127006,Vclav Vochoska,Czechoslovakia,1976 Summer,Rowing,Rowing Men's Quadruple Sculls,Bronze
127006,Vclav Vochoska,Czechoslovakia,1980 Summer,Rowing,Rowing Men's Double Sculls,Bronze
127017,Nataliya Aleksandrovna Vodopyanova,Russia,2004 Summer,Basketball,Basketball Women's Basketball,Bronze
127017,Nataliya Aleksandrovna Vodopyanova,Russia,2008 Summer,Basketball,Basketball Women's Basketball,Bronze
127030,"August ""Gus"" Voerg",Western Rowing Club-3,1904 Summer,Rowing,Rowing Men's Coxless Fours,Bronze
127034,Eberhard Konrad Roman Vogdt,Tutti V,1928 Summer,Sailing,Sailing Mixed 6 metres,Bronze
127035,Ingo Voge,East Germany-2,1984 Winter,Bobsleigh,Bobsleigh Men's Four,Silver
127035,Ingo Voge,East Germany-1,1988 Winter,Bobsleigh,Bobsleigh Men's Four,Silver
127039,Eberhard Vogel,Germany,1964 Summer,Football,Football Men's Football,Bronze
127039,Eberhard Vogel,East Germany,1972 Summer,Football,Football Men's Football,Bronze
127043,Kristina Vogel,Germany,2012 Summer,Cycling,Cycling Women's Team Sprint,Gold
127043,Kristina Vogel,Germany,2016 Summer,Cycling,Cycling Women's Sprint,Gold
127043,Kristina Vogel,Germany,2016 Summer,Cycling,Cycling Women's Team Sprint,Bronze
127045,"Matthew Haynes ""Matt"" Vogel",United States,1976 Summer,Swimming,Swimming Men's 100 metres Butterfly,Gold
127045,"Matthew Haynes ""Matt"" Vogel",United States,1976 Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
127048,Renate Vogel (-Heinrich),East Germany,1972 Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
127058,"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",Netherlands,1996 Summer,Hockey,Hockey Men's Hockey,Gold
127058,"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",Netherlands,2000 Summer,Hockey,Hockey Men's Hockey,Gold
127058,"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",Netherlands,2004 Summer,Hockey,Hockey Men's Hockey,Silver
127078,Carina Vogt,Germany,2014 Winter,Ski Jumping,"Ski Jumping Women's Normal Hill, Individual",Gold
127089,Richard Vogt,Germany,1936 Summer,Boxing,Boxing Men's Light-Heavyweight,Silver
127093,Karel Vohralk,Czechoslovakia,1972 Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
127101,Angela Voigt (Schmalfeld-),East Germany,1976 Summer,Athletics,Athletics Women's Long Jump,Gold
127105,Emil Robert Voigt,Great Britain,1908 Summer,Athletics,Athletics Men's 5 mile,Gold
127106,Emil Alwell Voigt,United States,1904 Summer,Gymnastics,Gymnastics Men's Rings,Bronze
127106,Emil Alwell Voigt,United States,1904 Summer,Gymnastics,Gymnastics Men's Rope Climbing,Bronze
127106,Emil Alwell Voigt,United States,1904 Summer,Gymnastics,Gymnastics Men's Club Swinging,Silver
127108,Harry-Carl Voigt,Germany,1936 Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
127114,Siegfried Voigt,East Germany,1980 Summer,Handball,Handball Men's Handball,Gold
127116,Radu Voina,Romania,1972 Summer,Handball,Handball Men's Handball,Bronze
